dataset_identifier;federated_dataset;title;description;themes;keywords;license;language;timezone;modified;data_processed;metadata_processed;publisher;reference;attributions;created;issued;creator;contributor;contact_name;contact_email;accrual_periodicity;spatial;temporal;granularity;data_quality;publisher_type;conforms_to;temporal_coverage_start_date;temporal_coverage_end_date;rights;rml_mapping;publizierende_organisation;geodaten_modellbeschreibung;tags;number_of_records;size_of_records_in_the_dataset_in_bytes;reuse_count;api_call_count;download_count;attachments_download_count;file_fields_download_count;popularity_score;visibility_domain_or_restricted;published;publishing_properties;update_frequency;domain0;access_rights;relation;url_dataset
100447;False;Anzahl registrierter Hundebesitzer seit 2018;"Seit 2018 wird die Anzahl der registrierten Hundehalter im Kanton erfasst. Diese findet man in diesem Datensatz.<br>Eine Sammlung aller OGD-Datensätze über Hunde finden Sie hier: <a href=""https://data.bs.ch/explore/?refine.tags=hund"">https://data.bs.ch/explore/?refine.tags=hund</a><br>Weitere Informationen zu Tierbeständen im Kanton Basel-Stadt findet man im Statistikportal:<a href='https://statistik.bs.ch/suche?search={""query"":"""",""filterTheme"":""successor-16.2""}'>href='https://statistik.bs.ch/suche?search={""query"":"""",""filterTheme"":""successor-16.2""}</a>";Kultur, Medien, Informationsgesellschaft, Sport;Freizeit,Hund;CC BY 3.0 CH;de;;2025-06-29T17:01:44+02:00;2025-06-29T17:01:44+02:00;2025-06-29T17:01:44+02:00;Statistisches Amt;https://statistik.bs.ch;;2025-05-23;2025-05-27;Statistisches Amt;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/ANNUAL;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;;opendata.swiss,hund;7;91;0;433;338;0;0;1.7;domain;True;;;;;;https://data.bs.ch/explore/dataset/100447
100431;False;Kantonale Partizipationsvorhaben;Entwicklungen im Quartier und in der Stadt haben einen direkten Einfluss auf das Lebensumfeld der Bevölkerung. Die Identifikation der Bevölkerung mit Plätzen, Einrichtungen und Angeboten in der Stadt führt zu Interesse und Anspruch der Teilhabe und Teilnahme an Entwicklungsprozessen. Gemäss § 55 der Kantonsverfassung vom 23. März 2005 und dem Partizipationsgesetz von Basel-Stadt, soll die Quartierbevölkerung von den Behörden partizipativ in die Entwicklungsprozesse einbezogen werden, welche sie besonders betreffen, in räumlicher Nähe liegen oder bedeutende Auswirkungen auf das Zusammenleben im Quartier und den öffentlichen Raum haben.;Bevölkerung,Gesellschaft,Kultur;Partizipation,Quartierentwicklung,Projekte;CC BY 4.0 + OpenStreetMap;de;;2025-06-29T20:35:37+02:00;2025-06-29T20:35:37+02:00;2025-06-29T20:35:37+02:00;Kantons- und Stadtentwicklung;"www.geo.bs.ch/partizipation; https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/b9f6d43d-0a64-4360-ac5d-bd0fd132de3f";Geodaten Kanton Basel-Stadt;2024-11-05;2025-03-24;Kantons- und Stadtentwicklung;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;https://models.geo.bs.ch/Modellbeschreibungen/PT_Partizipation_KGDM_V1_0.pdf;opendata.swiss;78;56946;0;1251;1991;0;0;3.5;domain;True;;;;;;https://data.bs.ch/explore/dataset/100431
100397;False;Schulferien Kanton Basel-Stadt;"<p>Dieser Datensatz listet alle Schulferien der Schülerinnen und Schüler des Kantons Basel-Stadt auf. Einige weitere schulfreie Tage sind nicht enthalten. Die Schülerinnen und Schüler haben nämlich zusätzlich frei<br>
</p><ul><li>an den gesetzlichen Feiertagen: <a href=""https://www.bs.ch/themen/arbeit-und-steuern/feiertage-im-kanton-basel-stadt"">https://www.bs.ch/themen/arbeit-und-steuern/feiertage-im-kanton-basel-stadt</a> und<br></li><li>an der Jahresversammlung der Kantonalen Schulkonferenz 
(obligatorische Veranstaltung für Lehr- und Fachpersonen).</li></ul>Daten zu Schulferien von vergangenen Jahren sind auf edudoc.ch (<a href=""https://edudoc.ch/search?cc=idesferienliste&amp;ln=de&amp;c=idesferienliste"" target=""_blank"">https://edudoc.ch/search?cc=idesferienliste&amp;ln=de&amp;c=idesferienliste</a>) verfügbar. Interessierte können uns gerne eine Anfrage für diese Daten in maschinenlesbarem Format schicken.<p></p><p>Um den Kalender als iCal zu abonnieren, kopieren Sie bitte den folgenden Link und fügen ihn in Ihrem bevorzugten Kalenderprogramm unter der Funktion „Kalender abonnieren“ ein. WICHTIG: Verwenden Sie unbedingt die Abonnieren-Option, damit der Kalender automatisch mit den neuesten Daten aktualisiert wird: <a href=""https://data-bs.ch/stata/ed/schulferien/SchulferienBS.ics"" target=""_blank"">https://data-bs.ch/stata/ed/schulferien/SchulferienBS.ics</a> .</p><p>Die Daten werden alle 4 Jahre um weitere 4 Schuljahre ergänzt.</p><p>Das zugehörige ETL-Skript ist auf Github (<a href=""https://github.com/opendatabs/data-processing/tree/master/ed_schulferien"" target=""_blank"">https://github.com/opendatabs/data-processing/tree/master/ed_schulferien</a>) zu finden.
</p>";Bevölkerung,Bildung, Wissenschaft;Schule,Lernen,Schüler,Lehrer;CC BY 3.0 CH;de;Europe/Zurich;2025-04-05T10:26:13+02:00;2025-04-05T10:26:13+02:00;2025-06-29T21:01:04+02:00;Generalsekretariat;https://www.bs.ch/themen/bildung-und-kinderbetreuung/schulferien;;2024-09-16;2024-12-13;Generalsekretariat;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/ANNUAL;;2024-02-10/2032-08-08;;;;;2024-02-10T00:00:00+01:00;2032-08-08T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Erziehungsdepartement;;opendata.swiss,Schulferien;84;6912;0;25721;14865;0;0;11.7;domain;True;;;;;;https://data.bs.ch/explore/dataset/100397
100235;False;Wiese Wasserstand und Abfluss;"<p>Dieser Datensatz zeigt den Wasserstand und die Abflussmenge der Wiese in Basel etwa auf Höhe der Brücke bei der Wiesenstrasse über die Wiese. Es liegen aktuelle Werte alle 5 Minuten vor. Die Messungen werden im Auftrag des Bundesamts für Umwelt durchgeführt (siehe <a href=""https://www.hydrodaten.admin.ch/de/seen-und-fluesse/stationen-und-daten/2199"" target=""_blank"">https://www.hydrodaten.admin.ch/de/seen-und-fluesse/stationen-und-daten/2199</a>).</p>";Raum und Umwelt;Wasserstand,Abflussmenge,Strömung,Wasser,Tiefe,Wiese;CC0 1.0;de;Europe/Zurich;2025-06-29T20:55:11+02:00;2025-06-29T20:55:11+02:00;2025-06-29T21:00:22+02:00;Bundesamt für Umwelt BAFU;https://www.hydrodaten.admin.ch/de/seen-und-fluesse/stationen-und-daten/2199;Bundesamt für Umwelt, Hydrologische Daten und Vorhersagen;2022-11-01;2022-11-10;;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/CONT;;2022-10-29/2025-06-29;;;;;2022-10-29T00:00:00+02:00;2025-06-29T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceNotRequired;;Öffentliche Organe des Bundes und anderer Kantone;;Airflow--bafu_hydrodaten,opendata.swiss,BachApp;280387;12115719;0;4203102;7183;0;0;70.6;domain;True;;;;;;https://data.bs.ch/explore/dataset/100235
100295;False;Überwachung Luftqualität Transformation Areal Rosental: Gemessene Überschreitungen der Interventionswerte;"<p>Bedingt durch die frühere Nutzung des Rosental Areals – auch bekannt als die Wiege der Basler Chemie - ist der Untergrund mit Schadstoffen belastet. Während der Tiefbauarbeiten im Rahmen der «Transformation <a href=""https://rosentalmitte.ch/"" target=""_blank"">Rosental Mitte</a>» überwacht das <a href=""https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/lufthygiene"" target=""_blank"">Lufthygieneamt beider Basel (LHA)</a> die Immissionen mittels Messungen der Luft <a href=""https://data.bs.ch/pages/rosental-dashboard/"" target=""_blank"">(Dashboard)</a>. </p><div><br></div>";Raum und Umwelt;Luftqualität;CC BY 3.0 CH;de;;2025-06-25T15:30:18+02:00;2025-06-25T15:30:18+02:00;2025-06-29T21:45:33+02:00;Lufthygieneamt beider Basel;https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/lufthygiene;;2023-10-09;2023-10-09;Lufthygieneamt beider Basel;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;;;;;;2023-10-09T00:00:00+02:00;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Departement für Wirtschaft, Soziales und Umwelt;;transformation-rosental,opendata.swiss;22;3817;0;8002;3075;0;0;5.9;domain;True;scheduled;;;;;https://data.bs.ch/explore/dataset/100295
100160;False;Smarte Strasse: Parkplatzbelegung;"<p style=""font-family: sans-serif;"">Der Datensatz zeigt die Anzahl besetzter und freier Parkplätze in den beiden Zonen «blau» und «gelb».</p><p style=""font-family: sans-serif;""><b>Die Detektion freier Parkplätze mittels Kamera befindet sich noch in der Testphase. Aus diesem Grund sind die Werte mit Vorsicht zu geniessen und können von den tatsächlichen Zuständen abweichen.</b><br></p><p style=""font-family: sans-serif;"">Zusätzlich relevante Datensätze für die Parkplatzbelegung:</p><ul><li><a href=""https://data.bs.ch/explore/dataset/100171/"" target=""_blank"">Zu- und Wegfahrten, Parkplatzauslastung</a></li><li><a href=""https://data.bs.ch/explore/dataset/100176/"" target=""_blank"">Parkplatz-Zonen</a></li></ul><p class="""" style=""font-family: sans-serif;"">Weitere Informationen und Daten rund um das Projekt «Smarte Strasse» finden Sie unter den folgenden Links:</p><ul><li>Weitere Informationen zum Projekt «Smarte Strasse»: <a href=""https://www.bs.ch/medienmitteilungen/pd/2022-pilotprojekt-smarte-strasse-neue-technologien-im-test-fuer-die-stadt-von-morgen"" target=""_blank"">https://www.bs.ch/medienmitteilungen/pd/2022-pilotprojekt-smarte-strasse-neue-technologien-im-test-fuer-die-stadt-von-morgen</a> </li><li>Genaue Standorte aller Sensoren: <a href=""https://data.bs.ch/explore/dataset/100114/"" target=""_blank"">https://data.bs.ch/explore/dataset/100114/</a> </li><li>Weitere Datensätze rund um das Thema «Smarte Strasse»: <a href=""https://data.bs.ch/explore/?refine.tags=smarte+strasse"" target=""_blank"">https://data.bs.ch/explore/?refine.tags=smarte+strasse</a> </li></ul><p><b>Die Parkplatz-Kamera an der Gundeldingerstrasse wurde am Dienstag 4.10.2022 abmontiert. Es werden keine Daten mehr erhoben.</b><br></p>";Mobilität und Verkehr;Smarte Strasse,Parkplatz;CC BY 3.0 CH;de;Europe/Zurich;2023-03-02T10:57:54+01:00;2023-03-02T10:57:54+01:00;2025-06-29T21:00:32+02:00;Amt für Mobilität;;;2022-01-19;2022-05-24;Amt für Mobilität;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/NEVER;;2022-02-03/2022-02-03;;;;;2022-02-03T00:00:00+01:00;2022-02-03T00:00:00+01:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Bau- und Verkehrsdepartement;;smarte strasse,airflow—smarte_strasse_parking,opendata.swiss;1;69;0;21857;3250;0;0;7.8;domain;True;;;;;;https://data.bs.ch/explore/dataset/100160
100009;False;Smart Climate Luftklima;"<p>Der Datensatz zeigt stündlich aktualisierte Angaben zu Lufttemperatur und Niederschlag, welche über Sensoren von meteoblue gemessen werden. </p><p>Es handelt sich um Rohdaten, welche nicht plausibilisiert oder korrigiert sind.</p><p>Die geografischen Koordinaten der Sensoren sind im Datensatz <a href=""https://data.bs.ch/explore/dataset/100082/"" target=""_blank"">«Standorte der Mess-Stationen Luftklima Smart Regio Basel»</a> verfügbar.</p>";Raum und Umwelt;Wetter,Temperatur,Regen,Niederschlag,Sensoren,Klima,Wolf-Areal,Smart City Lab;CC BY 3.0 CH;de;Europe/Zurich;2025-06-29T21:11:15+02:00;2025-06-29T21:11:15+02:00;2025-06-29T21:11:16+02:00;meteoblue AG;;https://www.meteoblue.com/;2020-05-12;2020-05-13;;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/DAILY;;2017-04-01/2025-06-29;;;;;2017-04-01T00:00:00+02:00;2025-06-29T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Smart Regio Basel;;Airflow--meteoblue_wolf,opendata.swiss;5876884;1133954227;4;2888156;112641;0;0;76.8;domain;True;;;;;;https://data.bs.ch/explore/dataset/100009
100080;False;Weiterverwendungen von OGD Datensätzen;<p>Dieser Datensatz enthält eine Übersicht der von Nutzern gemeldeten Weiterverwendungen von Datensätzen aus dem Datenportal, einschliesslich Anwendungen, Visualisierungen und Projekte, die auf bestehenden Datensätzen basieren.</p>;Verwaltung;Weiterverwendung,Datensätze,Datenportal,Nutzeranwendungen,Visualisierungen,Projekte,Datenanwendung,Datennutzung,Datenanalyse;CC BY 3.0 CH;de;;2025-06-29T21:10:57+02:00;2025-06-29T21:10:57+02:00;2025-06-29T21:10:57+02:00;Open Data Basel-Stadt;https://data.bs.ch;;2019-11-05;2024-10-09;Open Data Basel-Stadt;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;2019-10-18/2025-06-12;;;;;2019-10-18T00:00:00+02:00;2025-06-12T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;;opendata.swiss;106;109556;0;328523;2939;0;14;21.4;domain;True;scheduled;;;;;https://data.bs.ch/explore/dataset/100080
100048;False;Luftqualität Station Chrischona;"<p>Standortbeschreibung: Die Messstation befindet sich auf halber Höhe des Chrischonaturms. Dieser liegt auf einer Anhöhe östlich der Stadt Basel. In der Nähe der Station Chrischona befinden sich keine Abgasquellen. Sie gibt die Luftsituation wieder im ländlichen Umland der Stadt Basel, auf einer Höhenlage von 640m über Meer. In diesem Höhenbereich liegt oft auch die Inversion in der Nordwestschweiz.</p><p>Lage: Ländlich unterhalb 1000 m ü.M., keine Bebauung</p><p>Koordinaten: 2618695 / 1269030 bzw. N 47° 34.302 E 7° 41.225; 636 m ü. M.</p><p>Geografische Lage: Schwarzwaldrand</p><p>Siedlungsgrösse: ausserhalb</p>";Raum und Umwelt,Gesundheit,Tourismus;Luft,Ozon;CC BY 3.0 CH;de;UTC;2025-06-29T20:16:19+02:00;2025-06-29T20:16:19+02:00;2025-06-29T21:01:02+02:00;Lufthygieneamt beider Basel;"https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/lufthygiene/lufthygiene/luftqualitat; https://luftqualitaet.ch/; https://luftqualitaet.ch/messnetz/station/bsBET";;2019-11-06;2019-11-06;Lufthygieneamt beider Basel;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/HOURLY;;2000-01-01/2025-06-29;;;;;2000-01-01T00:00:00+01:00;2025-06-29T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Departement für Wirtschaft, Soziales und Umwelt;;airflow--luftqualitaet_ch,opendata.swiss;220691;25385443;0;38725;9404;0;0;11.6;domain;True;;;;;;https://data.bs.ch/explore/dataset/100048
100323;False;Rheintrübung kontinuierlich;"<p class=""""></p><div style=""text-align: left;""><p class=""MsoNormal"" style=""margin-bottom: 0.0001pt; line-height: normal; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-size: 10.5pt; font-family: Arial, sans-serif;"">Kontinuierlich gemessene Trübungsmesswerte der <a href=""https://www.bs.ch/wsu/aue/abteilung-umweltlabor/rheinueberwachungsstation-weil-am-rhein-rues"" target=""_blank""><span style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;"">Rheinüberwachungsstation
Weil am Rhein</span></a> (RUES, siehe
https://www.bs.ch/wsu/aue/abteilung-umweltlabor/rheinueberwachungsstation-weil-am-rhein-rues),
jeweils gemittelt über eine Stunde. <br>
 <o:p></o:p></span></p>

<p class=""MsoNormal"" style=""margin-bottom:0cm;margin-bottom:.0001pt;line-height:
normal""><span style=""font-size: 10.5pt; font-family: Arial, sans-serif; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;"">Erklärung zur Einheit: Die Trübung einer
Flüssigkeit wird optisch ermittelt, jedoch mittels elektronischer Auswertung
gemessen. Die Wellenlänge der Mess-Strahlung liegt üblicherweise im
Infrarotbereich bei 860 nm (nach ISO 7027). <br>
<br>
FNU: Formazine Nephelometric Unit – Streulichtmessung (Winkel 90°) gemäß den
Vorschriften der Norm ISO 7027 <br>
<br>
<o:p></o:p></span></p>

<p class=""MsoNormal"" style=""margin-bottom:0cm;margin-bottom:.0001pt;line-height:
normal""><span style=""font-size: 10.5pt; font-family: Arial, sans-serif; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;"">Messbetrieb / Unterhalt: <a href=""https://www.bs.ch/wsu/aue"" target=""_blank"">Amt
für Umwelt und Energie Basel-Stadt (AUE-BS)</a> <br>
(siehe https://www.bs.ch/wsu/aue)<o:p></o:p></span></p></div><p></p><p></p>";Raum und Umwelt;Rhein,Trübung,Lichtdurchlässigkeit,Baden;CC BY 3.0 CH;de;Europe/Zurich;2025-06-29T21:50:50+02:00;2025-06-29T21:50:50+02:00;2025-06-29T22:00:22+02:00;Amt für Umwelt und Energie;https://www.bs.ch/wsu/aue/abteilung-umweltlabor/rheinueberwachungsstation-weil-am-rhein-rues;Rheinüberwachungsstation Weil am Rhein;2023-10-19;2023-11-23;Rheinüberwachungsstation Weil am Rhein;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/CONT;;2023-10-18/2025-06-28;;;;;2023-10-18T00:00:00+02:00;2025-06-28T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceNotRequired;;Departement für Wirtschaft, Soziales und Umwelt;;opendata.swiss;14863;911642;0;25995;5499;0;0;9.2;domain;True;;;;;;https://data.bs.ch/explore/dataset/100323
100186;False;Grosser Rat: Live-Abstimmungsergebnisse;"<p>Dieser Datensatz zeigt die Resultate der Abstimmungen des Grossen Rates Basel-Stadt, einzeln für jedes Ratsmitglied und jede Abstimmung. An Sitzungstagen werden die Daten in Echtzeit aktualisiert. </p><p>Abstimmungen an Sitzungen, welche während der Coronavirus-Ausnahmesituation 2020/2021 im Kongresscenter Basel abgehalten wurden, sind nun auch in diesem Datensatz vorhanden. </p><p>Die Daten können auch als Website und PDF Datei hier eingesehen werden: </p><ul><li>Aktuelle Sitzung: <a href=""https://grosserrat.bs.ch/ratsbetrieb/tagesordnung/abstimmungsergebnisse"" target=""_blank"">https://grosserrat.bs.ch/ratsbetrieb/tagesordnung/abstimmungsergebnisse</a><a href=""http://abstimmungen.grosserrat-basel.ch/index_aktuell.php"" target=""_blank""></a></li><li>Vergangene Sitzungen (Archiv): <a href=""http://abstimmungen.grosserrat-basel.ch/index_archiv.php"" target=""_blank"">http://abstimmungen.grosserrat-basel.ch/index_archiv.php</a><a href=""http://abstimmungen.grosserrat-basel.ch/index_archiv.php"" target=""_blank""></a></li></ul><p>Bitte beachten Sie, dass für das offizielle Abstimmungsergebnis das jeweilige Sitzungsprotokoll des Grossen Rates massgeblich ist (elektronische Fassung: <a href=""https://ratsprotokolle.grosserrat.bs.ch/shareparl/"" target=""_blank"">https://ratsprotokolle.grosserrat.bs.ch/shareparl/</a>)</p><p>Änderungsprotokoll:<br>5. April 2024: Der Parlamentsdienst nutzt seit dem September 2023 ein neues Abstimmungssystem. Dies führt zu einigen Änderungen bei den Daten, die geliefert werden. Die Daten konnten mit folgenden Spalten ergänzt werden: Signatur Geschäft, Signatur Dokument, Erweiterte Abstimmungsnummer, Anrede der abstimmenden Person und Funktion der abstimmenden Person. Des Weiteren haben sich die Abstimmungstypen geändert.<br>Die Abstimmungstypen vor dem September 2023: Abstimmung, Schlussabstimmung, Antrag, offene Wahl, Rückweisung, Eventualabstimmung, Eintreten, Ordnungsantrag, ungültig<br>Die Abstimmungstypen nach dem September 2023: Anwesenheit, Ad Hoc einfaches Mehr, Ad Hoc 2/3 Mehr, Eventual Abstimmung, Schlussabstimmung, Quorum erfassen</p>";Politik,Gesetzgebung,Verwaltung;Abstimmung,Demokratie;CC BY 3.0 CH;de;;2025-06-26T17:36:33+02:00;2025-06-26T17:36:33+02:00;2025-06-29T22:00:28+02:00;Parlamentsdienst des Grossen Rates;https://grosserrat.bs.ch/parlament/parlamentsdienst;;2022-03-29;2022-11-09;Parlamentsdienst des Grossen Rates;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/CONT;;2012-06-06/2025-06-26;;;;;2012-06-06T00:00:00+02:00;2025-06-26T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Grosser Rat;;opendata.swiss,airflow--parlamentsdienst_gr_abstimmungen,Grosser Rat;563500;356806900;1;75645;4345;0;0;13.4;domain;True;;;;;;https://data.bs.ch/explore/dataset/100186
100176;False;Smarte Strasse: Parkplatz-Zonen;"<p style=""font-family: sans-serif;"">Der Datensatz zeigt die Standorte der Parkplätze, die im Rahmen des Projekts «Smarte Strasse» für die Testung der Sensoren einbezogen werden.<br>Zusätzlich relevante Datensätze für die Parkplatzbelegung:</p><ul><li style=""""><a href=""https://data.bs.ch/explore/dataset/100171/"" target=""_blank"">Zu- und Wegfahrten, Parkplatzauslastung</a></li><li style=""""><a href=""https://data.bs.ch/explore/dataset/100160/"" target=""_blank"">Parkplatzbelegung</a><br></li></ul><p class="""" style=""font-family: sans-serif;"">Weitere Informationen und Daten rund um das Projekt «Smarte Strasse» finden Sie unter den folgenden Links:</p><ul><li>Weitere Informationen zum Projekt «Smarte Strasse»: <a href=""https://www.bs.ch/medienmitteilungen/pd/2022-pilotprojekt-smarte-strasse-neue-technologien-im-test-fuer-die-stadt-von-morgen"" target=""_blank"">https://www.bs.ch/medienmitteilungen/pd/2022-pilotprojekt-smarte-strasse-neue-technologien-im-test-fuer-die-stadt-von-morgen</a> </li><li>Genaue Standorte aller Sensoren: <a href=""https://data.bs.ch/explore/dataset/100114/"" target=""_blank"">https://data.bs.ch/explore/dataset/100114/</a> </li><li>Weitere Datensätze rund um das Thema «Smarte Strasse»: <a href=""https://data.bs.ch/explore/?refine.tags=smarte+strasse"" target=""_blank"">https://data.bs.ch/explore/?refine.tags=smarte+strasse</a> </li></ul><p><b>Hinweis:<br>Die Parkplatz-Kamera an der Gundeldingerstrasse wurde am Dienstag 4.10.2022 abmontiert. Es werden keine Daten mehr erhoben.</b><br></p>";Mobilität und Verkehr;Smarte Strasse,Parkplatz;CC BY 3.0 CH;de;Europe/Zurich;2022-05-24T09:58:45+02:00;2022-05-24T09:58:45+02:00;2025-02-20T12:46:28+01:00;Amt für Mobilität;;;2022-01-19;2022-05-24;Amt für Mobilität;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/NEVER;;;;;;;2022-04-26T00:00:00+02:00;2022-10-04T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Bau- und Verkehrsdepartement;;airflow—smarte_strasse_parking,opendata.swiss,smarte strasse;6;635;0;14309;5469;0;0;7.8;domain;True;;;;;;https://data.bs.ch/explore/dataset/100176
100094;False;Coronavirus (COVID-19): Tests Basel-Stadt;"<p>Dieser Datensatz zeigt die Anzahl Tests auf SARS-CoV-2, welche an Personen mit Wohnsitz im Kanton Basel-Stadt durchgeführt wurden sowie die entsprechenden Testresultate (positiv/negativ) und separiert nach PCR Test bzw. Antigen Schnelltest auf täglicher Basis. Die Angaben wurden täglich durch das Bundesamt für Gesundheit (BAG) zur Verfügung gestellt im <a href=""https://www.covid19.admin.ch"" target=""_blank"">Covid-19 Situationsbericht</a> bzw. über dessen <a href=""https://stcovidappstorageprodchn.blob.core.windows.net/covid/context"" target=""_blank"">API</a>. </p><p>Die Zahlen von Freitag, Samstag und Sonntag wurden durch das BAG jeweils am Montag aktualisiert.</p><p><b>Die Erhebung der Anzahl Tests auf SARS-CoV-2 wurde per 16. Januar 2023 sistiert. Der Datensatz wird nicht mehr aktualisiert.</b><br></p><p>Die Zahlen für alle Kantone sowie für die gesamte Schweiz und das Fürstentum Liechtenstein sind in diesem Datensatz zu finden: <a href=""https://data.bs.ch/explore/dataset/100116/"" target=""_blank"">https://data.bs.ch/explore/dataset/100116/</a></p>";Gesundheit;Coronavirus,COVID-19,PCR,Corona,Krankheit,Lungenentzündung,Test;CC BY 4.0;de;;2023-02-08T16:00:56+01:00;2023-02-08T16:00:56+01:00;2025-02-20T12:46:37+01:00;Bundesamt für Gesundheit BAG;https://www.bag.admin.ch/bag/de/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien.html;;2020-08-27;2020-08-27;Bundesamt für Gesundheit BAG;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/NEVER;;2020-02-24/2023-01-16;;;;;2020-02-24T00:00:00+01:00;2023-01-16T00:00:00+01:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Öffentliche Organe des Bundes und anderer Kantone;;Airflow--bag_coronavirus,covid-dashboard;1058;112752;1;1135110;52744;0;0;47.7;domain;True;;;;;;https://data.bs.ch/explore/dataset/100094
100114;False;Smarte Strasse: Sensoren;"<p>Im Rahmen des Projekts «Smarte Strasse» wurden Sensoren an verschiedenen Standorten angebracht. </p><p class="""" style=""font-family: sans-serif;""><span style=""font-weight: bolder;"">Weitere Informationen und Daten rund um das Projekt «Smarte Strasse» finden Sie unter den folgenden Links:</span></p><ul><li>Weitere Informationen zum Projekt «Smarte Strasse»: <a href=""https://www.bs.ch/medienmitteilungen/pd/2022-pilotprojekt-smarte-strasse-neue-technologien-im-test-fuer-die-stadt-von-morgen"" target=""_blank"">https://www.bs.ch/medienmitteilungen/pd/2022-pilotprojekt-smarte-strasse-neue-technologien-im-test-fuer-die-stadt-von-morgen</a> </li><li>Weitere Datensätze rund um das Thema «Smarte Strasse»: <a href=""https://data.bs.ch/explore/?refine.tags=smarte+strasse"" target=""_blank"">https://data.bs.ch/explore/?refine.tags=smarte+strasse</a> </li></ul>";Raum und Umwelt,Mobilität und Verkehr,Energie;Parkplatz,Ladestationen,Luftqualität,Verkehrslärm;CC BY 3.0 CH;de;;2022-01-31T16:32:35+01:00;2022-01-31T16:32:35+01:00;2025-02-20T12:47:33+01:00;Kantons- und Stadtentwicklung;;Kantons- und Stadtentwicklung;2021-10-14;2022-02-07;Kantons- und Stadtentwicklung;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceNotRequired;;Präsidialdepartement;;smarte strasse,opendata.swiss;6;1519;2;78962;5127;0;0;14.9;domain;True;;;;;;https://data.bs.ch/explore/dataset/100114
